slice_file_name;fold;classID;mfcc_mean_1;mfcc_mean_2;mfcc_mean_3;mfcc_mean_4;mfcc_mean_5;mfcc_mean_6;mfcc_mean_7;mfcc_mean_8;mfcc_mean_9;mfcc_mean_10;mfcc_mean_11;mfcc_mean_12;mfcc_mean_13;mfcc_median_1;mfcc_median_2;mfcc_median_3;mfcc_median_4;mfcc_median_5;mfcc_median_6;mfcc_median_7;mfcc_median_8;mfcc_median_9;mfcc_median_10;mfcc_median_11;mfcc_median_12;mfcc_median_13;mfcc_std_1;mfcc_std_2;mfcc_std_3;mfcc_std_4;mfcc_std_5;mfcc_std_6;mfcc_std_7;mfcc_std_8;mfcc_std_9;mfcc_std_10;mfcc_std_11;mfcc_std_12;mfcc_std_13
100652-3-0-1.wav;2;3;-346.85834;141.15007;-69.27886;-42.834965;-0.19198692;6.8998523;-16.633045;-16.269127;-1.0877413;-7.516705;-0.766779;8.0412445;10.921582;-364.05283;131.9742;-64.00277;-37.614388;-0.3535111;8.512941;-14.005166;-15.095678;-1.5476124;-7.439406;-0.61635256;6.9438763;9.7517805;72.63469;34.644127;31.193453;21.119596;13.937899;11.61564;13.089297;9.8260975;7.662381;6.3291283;7.808366;7.204034;10.361041
100652-3-0-2.wav;2;3;-350.52954;135.22217;-59.582035;-45.389935;2.9131563;6.7446184;-18.041994;-16.700367;-2.487401;-6.778627;1.4100735;10.154249;8.943757;-373.498;126.71204;-50.74688;-41.35901;4.9986305;8.845574;-14.768678;-15.609661;-3.1994157;-6.31618;1.7756584;8.673445;7.5401273;72.11017;36.05201;31.435099;21.43965;12.203059;11.7060175;13.423927;9.706365;7.1662507;7.108425;8.281351;8.3737335;9.393773
100652-3-0-3.wav;2;3;-346.3038;132.96121;-58.681816;-51.202095;5.6977096;5.440441;-21.321478;-17.526857;-4.4789696;-6.7448173;1.9053495;11.424746;12.004544;-369.27356;126.78404;-52.09984;-49.08954;7.0234294;7.26793;-19.756052;-16.964565;-5.521923;-6.0648427;1.7334116;10.525352;10.99018;76.200134;37.493206;32.942177;19.279594;10.22147;11.7024765;13.689972;8.791496;7.1274977;6.840846;7.9851713;8.5633;9.316027
100795-3-0-0.wav;10;3;-365.7009;104.84436;-46.26368;-51.89344;-8.671927;12.446684;6.2788043;-0.87990403;5.9155226;2.4812613;-4.908061;-2.4700644;1.5236183;-402.18655;85.72737;-34.37146;-44.69712;-4.9175997;13.586725;6.8746853;3.0265205;6.7375636;2.3865528;-3.650347;-2.4923258;1.063463;75.84657;41.084896;33.872902;25.80535;17.638197;7.4970727;9.180183;12.090757;11.006102;9.137605;7.914963;9.383284;8.438177
100795-3-1-0.wav;10;3;-378.5355;128.78014;-33.28277;-53.95497;-23.449705;5.114252;-0.31485933;-9.25801;0.0006657255;2.6338499;5.419504;11.823879;6.44938;-403.12164;114.68481;-20.557281;-47.382442;-19.021358;5.6337004;0.951834;-4.97081;2.155922;4.563191;6.8170166;10.419512;4.4860854;78.636536;44.272335;31.580502;24.667898;13.532886;6.9005775;9.232963;12.602143;10.448861;10.286953;7.9341164;7.78673;9.257364
100795-3-1-1.wav;10;3;-391.70688;126.131294;-37.688023;-50.142178;-21.399887;7.258891;1.0681672;-8.571847;2.3686814;4.2140265;5.8702126;10.831099;4.324266;-431.17847;107.4392;-20.20731;-43.2417;-17.305271;7.8471518;2.6031513;-3.524802;4.246465;6.334813;7.117118;9.829484;2.8880644;78.236534;40.54363;35.032234;23.538504;13.063593;6.6616507;8.063648;12.948195;9.706972;10.410863;8.232604;7.62667;9.25633
100795-3-1-2.wav;10;3;-384.55258;133.3026;-39.471794;-52.961853;-23.352745;9.299608;2.2968938;-9.872052;0.00771679;1.4289178;3.053572;8.675742;3.4061263;-411.5042;117.73816;-26.642126;-47.214237;-19.457901;9.173525;2.9720318;-4.1937494;3.5435896;4.137314;4.937705;7.5585;2.1160417;75.85675;42.80168;33.425232;26.899796;14.180883;6.515147;7.4935675;14.407691;11.875315;12.116009;10.869771;8.41833;9.070761
100852-0-0-0.wav;5;0;-122.87498;149.72156;-86.23197;50.921585;-12.068409;38.709366;-19.353386;31.17145;-10.59569;10.780253;-7.0470123;3.290371;-4.605931;-120.66492;153.05768;-87.706406;51.525806;-12.008522;39.033516;-18.95406;31.314854;-10.684099;10.512154;-6.995573;3.1694908;-4.2365117;53.890354;16.586588;10.4509945;6.343162;5.01497;5.906009;5.61382;4.997587;4.513621;4.276759;4.4126005;4.5783715;4.834548
100852-0-0-1.wav;5;0;-119.47326;151.85637;-86.34189;51.051754;-11.257782;39.031647;-18.591208;31.185728;-10.210323;9.897714;-7.2495513;3.431276;-4.338142;-121.388725;153.42221;-87.383865;51.514343;-11.760635;39.097153;-18.60615;30.991798;-10.224716;9.887447;-7.3447843;3.5364368;-3.9281187;9.576217;9.400056;6.870321;5.427321;4.853955;4.7253933;4.3316717;4.449715;3.8255105;3.8243003;4.2899704;4.3184323;4.6779785
100852-0-0-10.wav;5;0;-112.6166;150.03658;-86.75424;55.264225;-13.622617;40.575035;-17.388939;27.155912;-8.17247;8.25855;-5.3163495;2.786022;-1.713436;-115.63677;152.2008;-87.75707;56.33233;-13.9373455;40.89697;-17.554312;27.137287;-8.633385;8.23874;-5.0334334;2.8140416;-1.5611498;11.268715;9.833455;6.797406;5.9034004;4.818542;5.0617714;4.38058;3.8142352;4.006133;4.0066514;4.0948296;4.72594;4.4768744
100852-0-0-11.wav;5;0;-113.685936;149.88762;-86.9075;55.855057;-13.524493;40.189392;-16.882257;26.454878;-8.114449;7.9038363;-4.7252536;1.999787;-1.6436859;-116.35758;152.02707;-87.99836;56.50779;-13.8341875;40.106445;-17.403843;26.649231;-8.252691;7.652362;-4.5202026;2.1701524;-1.6947742;11.922395;9.817085;6.522972;6.1690307;4.793182;4.8744955;4.569366;4.2587523;4.2146754;4.1703706;4.1203475;4.831928;4.763979
100852-0-0-12.wav;5;0;-121.225784;153.354;-89.57439;56.92308;-14.735973;39.061214;-16.85079;27.252712;-7.900664;6.7996845;-4.064071;1.4074001;-0.5711934;-121.84982;154.22322;-89.90805;57.298416;-15.0241165;39.225967;-16.903374;27.270012;-7.5070467;6.8459435;-4.1598024;1.0752189;-0.43713665;8.872329;6.752057;5.1895957;5.194167;4.3914857;4.1907325;3.8076036;4.1109786;3.808234;3.9514532;3.9128664;4.2693553;4.5879955
100852-0-0-13.wav;5;0;-126.662605;156.88315;-93.08744;59.551334;-17.10075;39.85509;-18.636892;28.81451;-8.54438;6.9278107;-4.038152;1.1221212;0.42878985;-126.731346;157.42761;-92.97528;59.7287;-17.48421;40.0604;-18.553772;29.049908;-8.557025;7.0870085;-4.175378;0.934669;0.5257797;5.2922397;5.553635;4.9723687;4.3630896;4.4236946;4.133977;4.3560576;3.771774;3.85791;3.7730007;4.2906556;4.3322983;4.2891884
100852-0-0-14.wav;5;0;-124.775246;154.54958;-91.04405;57.938328;-14.769598;38.058384;-17.83577;27.213903;-7.711113;6.626305;-3.3493717;0.31637192;0.61273503;-125.41156;155.54535;-91.61827;58.21856;-14.960972;38.062336;-17.992962;27.571236;-7.8409634;6.608169;-3.2486591;0.45920286;0.71478295;5.798224;6.5392613;5.618191;5.2768474;4.9476943;4.260445;4.272178;4.2156415;3.8278956;3.9276204;4.2229714;4.2859163;4.329592
100852-0-0-15.wav;5;0;-124.08809;155.50723;-91.3161;58.505856;-14.534852;39.278107;-18.020838;27.90463;-8.271694;7.273348;-3.3984587;0.49355027;-0.048894778;-124.545135;155.95332;-91.638336;58.868286;-14.813971;39.16268;-18.092691;28.018301;-8.474356;7.352735;-3.3259623;0.59665316;-0.2545954;5.9856896;6.313328;5.4619985;4.937945;4.394262;4.2715173;4.0791073;3.9599495;3.4605896;3.6810868;3.8485417;4.027576;4.1275024
100852-0-0-16.wav;5;0;-125.39195;156.73167;-92.9735;60.286068;-16.25056;41.274036;-18.80073;29.169163;-9.007015;7.381184;-3.5790167;0.8202704;-0.8262205;-125.781906;157.06476;-93.1512;60.33246;-16.51195;41.562775;-18.746277;29.204945;-9.346829;7.503294;-3.596293;0.7039099;-1.0315295;5.0367317;5.536021;4.6529336;4.5292983;4.324886;4.4504576;4.059788;3.737277;3.8829372;3.9431024;3.939547;4.0114923;4.311858
100852-0-0-17.wav;5;0;-122.936066;154.0545;-89.66269;56.825443;-14.601414;38.333984;-16.920391;27.48228;-7.0361767;6.4224567;-2.228302;0.85285854;-0.5913008;-123.35377;154.07864;-89.824844;56.838905;-14.88044;38.442642;-16.996002;27.723412;-7.2384524;6.153495;-2.351726;0.807054;-0.68295103;4.729892;4.6326027;3.967825;4.44949;4.284439;4.0097437;3.6916301;3.850233;3.8475807;4.083741;3.585501;3.9274738;4.0239425
100852-0-0-18.wav;5;0;-122.55693;154.33022;-89.2239;55.41575;-14.775694;37.686832;-17.179806;26.977318;-6.350736;6.9789996;-2.7709079;0.60241127;-0.4488508;-122.92245;155.21806;-89.23981;55.561787;-15.029352;37.925983;-17.256626;27.141737;-6.393902;7.1047196;-2.7103598;0.85370654;-0.74468315;4.9658446;5.659115;4.938371;5.0207744;4.8268027;4.3078876;4.3757663;4.3392415;3.9883392;4.152967;3.8735554;3.6276464;3.9691272
100852-0-0-19.wav;5;0;-125.24466;158.08192;-92.336235;58.542828;-17.654272;39.767284;-18.869415;28.759771;-7.067728;8.273861;-3.7290344;0.6453779;-0.49588898;-125.14485;158.72449;-92.72745;58.800194;-17.76773;40.18151;-18.86428;28.560608;-7.035364;8.360842;-3.8437924;0.84762895;-0.64056396;4.9001303;5.6849036;5.3626957;4.8828955;4.5389237;4.070658;4.1940885;4.2801094;3.8930705;4.062157;4.2517767;3.8793187;4.308412
100852-0-0-2.wav;5;0;-120.7607;153.03804;-86.7752;51.741283;-11.975357;39.20386;-18.994972;31.29233;-10.459589;10.314279;-7.529056;2.9384947;-4.6392293;-122.244835;154.20206;-87.96018;52.52428;-12.119798;39.16855;-18.875465;30.99773;-10.44003;10.332585;-7.58459;3.1516786;-4.308713;7.492256;7.822932;6.6643147;5.8559923;4.998585;4.7358522;4.131667;4.4082932;3.9114714;3.8154027;3.8673093;4.1462293;4.156649
100852-0-0-20.wav;5;0;-122.06269;153.02948;-89.42216;57.82277;-15.516745;39.384754;-16.75701;28.176931;-6.1833806;6.9935117;-3.4435802;1.4594893;-1.2281172;-123.76032;155.41364;-90.313126;58.615044;-15.903025;39.870434;-17.295532;28.20939;-6.4006295;6.9481497;-3.4155889;1.1980369;-0.8660527;8.94329;10.683044;6.954648;5.735641;4.8668447;5.0479827;4.521259;4.346337;4.5734024;3.9112082;4.39007;4.4187155;4.9288926
100852-0-0-21.wav;5;0;-122.83476;152.47073;-90.0351;59.00198;-14.939759;41.19645;-16.56173;28.00929;-6.806671;6.5803895;-4.0509663;1.3062361;-1.0623702;-124.62036;154.6255;-90.666565;59.792618;-15.251233;41.547905;-16.88686;28.37053;-7.0143356;6.3324366;-3.9384475;1.2774756;-0.6342743;9.272111;9.867536;6.583233;5.2320967;4.6018267;4.7284718;4.345417;4.048061;4.3974733;3.621899;4.0494046;4.6451435;4.8642745
100852-0-0-22.wav;5;0;-124.75643;154.88213;-90.251785;58.84892;-14.870236;41.188316;-16.703676;27.184635;-6.6697197;7.3303394;-4.330541;0.19965729;-0.51271355;-124.5608;155.02722;-90.18117;58.92841;-14.887856;41.178368;-16.59594;27.472786;-6.8155556;7.206546;-4.2814403;0.21992517;-0.4468621;4.679005;4.430182;4.525467;3.7876568;3.6828768;3.8327174;3.7849376;3.711622;3.8751237;3.7711763;3.9642344;4.242227;4.045832
100852-0-0-23.wav;5;0;-124.57867;154.52586;-89.647156;58.466972;-15.346796;41.217896;-17.579523;27.005135;-7.144746;8.070479;-5.546805;1.0079063;-1.5671155;-124.461784;154.74396;-89.88068;58.624252;-15.599179;41.00249;-17.830853;27.297062;-7.0673385;8.112894;-5.50012;1.0150679;-1.5726813;5.2876196;4.9467845;4.283488;4.551606;4.024858;3.8169475;4.117434;3.6920905;3.8507926;3.866692;3.7040882;3.7050366;3.847275
100852-0-0-24.wav;5;0;-123.82985;154.1301;-89.96508;58.033165;-14.551223;41.01027;-17.311697;26.105972;-6.306698;7.590921;-5.020126;0.50624007;-0.7918235;-123.619736;154.32202;-89.621956;58.44509;-14.74287;40.77404;-17.655544;26.29111;-6.3049445;7.518917;-5.28144;0.35199982;-0.8666035;5.482949;5.268787;4.513269;4.820229;4.1319423;4.112349;4.1969895;3.6124628;3.7433722;3.916099;3.4918919;3.5773823;4.170597
100852-0-0-25.wav;5;0;-122.84929;153.87407;-90.29572;58.535866;-14.540922;41.509087;-17.635544;26.045092;-6.1255174;7.900395;-4.3619895;-0.2535384;-0.4594296;-122.91625;153.8924;-90.14279;58.527344;-14.507305;41.071995;-17.487867;25.8839;-6.375371;8.047918;-4.2055926;-0.4593948;-0.4016143;5.181488;4.4596505;4.092886;4.032405;3.668429;3.9555206;3.848857;3.6151102;3.6141968;4.067888;3.4743488;3.6445205;4.238254
100852-0-0-26.wav;5;0;-122.85095;154.08449;-89.538994;59.470924;-15.378302;41.452168;-18.028345;26.563635;-7.134235;7.4777937;-5.026636;0.25749138;-1.0543857;-122.858444;154.19131;-89.46844;59.43143;-15.32177;41.168175;-17.692574;26.685318;-7.2506046;7.505918;-4.8891582;0.35761017;-1.2364907;4.7416162;4.593072;4.115888;4.1406393;3.765005;3.5999842;3.7523754;3.7888277;3.7219875;3.992244;3.6108527;3.8500147;3.7291026
100852-0-0-27.wav;5;0;-124.59357;155.35918;-89.8311;60.80023;-15.981433;42.228554;-17.783794;26.774109;-7.748306;6.667666;-5.462415;0.2893978;-0.65905446;-124.61394;155.56274;-89.44653;60.589622;-16.018576;41.828667;-17.613392;26.824123;-7.8395066;6.5640664;-5.5312304;0.35208917;-0.86896366;4.634611;4.399122;4.045797;4.0790706;3.7067337;3.9443665;3.5882897;3.5909042;3.7296846;3.6243093;3.620864;3.925236;3.8164842
100852-0-0-28.wav;5;0;-122.66306;152.6428;-87.39215;58.086414;-14.2892065;40.392143;-15.508534;24.787132;-6.606466;5.0589604;-4.253707;-0.20913942;0.5749808;-122.681816;152.64096;-87.12319;58.03646;-14.404638;40.47538;-15.721831;25.030762;-6.8600526;5.3374724;-4.143615;-0.2624274;0.70467734;4.6134586;4.663742;4.2268357;4.119244;4.0752296;4.142914;3.9343817;3.8260784;3.9361985;3.9877758;3.662212;3.789207;3.8976202
100852-0-0-29.wav;5;0;-119.23494;149.96439;-85.36754;57.294388;-14.607067;39.91398;-16.048628;25.157589;-7.1294007;5.6975503;-4.762614;1.5151575;-0.120528996;-121.52157;151.48666;-86.24742;57.951477;-15.046211;39.917824;-16.502922;25.466036;-7.1924877;5.788727;-4.6502924;1.3310914;-0.059168622;10.339263;9.478532;7.129995;5.303041;4.7053857;4.6992598;4.2147374;4.3176436;4.087646;4.506389;3.7784066;4.2440443;3.9584744
100852-0-0-3.wav;5;0;-119.77379;152.27003;-85.670616;51.241417;-11.281742;38.465027;-17.863686;29.549501;-9.510677;9.615922;-6.687712;2.0420103;-4.163743;-120.89078;153.15384;-86.51639;51.699505;-11.881479;38.497715;-18.373291;29.66102;-9.584394;9.645275;-6.7901573;2.3122458;-4.063413;6.9073906;6.771924;6.049965;5.28538;5.4059076;4.2484922;4.250444;4.768868;3.9268706;4.2334585;3.7110531;4.111446;4.035683
100852-0-0-30.wav;5;0;-114.73245;147.49815;-84.70325;58.645382;-15.246968;41.80237;-17.442045;27.086658;-7.2607613;7.8179774;-5.5036297;3.1858778;-0.9285459;-118.94607;151.41737;-86.38595;59.44113;-15.588679;41.814262;-17.753113;27.383305;-7.424224;7.930566;-5.3687286;2.8718123;-0.909768;15.002413;15.055415;9.133974;6.5044603;5.1027765;5.1458535;4.8203096;4.51736;4.5360785;4.606115;4.248016;4.473114;4.4048076
100852-0-0-4.wav;5;0;-118.97228;153.44325;-87.69544;53.3003;-12.4341545;39.38099;-18.139366;28.657099;-9.271043;8.988723;-6.29753;2.412884;-3.550981;-119.86606;154.11868;-88.10115;53.808895;-12.762015;39.498787;-18.510109;28.57941;-9.313379;8.948729;-6.6249456;2.1917005;-3.9589262;7.012889;6.3121824;6.1392813;5.850521;4.9994636;4.48858;4.418539;4.438699;3.991409;4.2924414;4.02168;4.417588;3.9906993
100852-0-0-5.wav;5;0;-117.895355;152.96307;-88.219406;53.88688;-12.551336;38.821587;-17.444628;28.142805;-8.301824;8.560511;-5.3786626;1.8226475;-2.984612;-118.03927;153.5039;-88.2399;54.505463;-12.537304;38.915443;-17.499748;28.344528;-8.481865;8.847678;-5.5722427;1.8859078;-2.955851;6.11171;6.411613;5.7358475;5.471562;5.039534;4.12719;4.3690295;4.349579;4.488598;4.0244427;4.41473;4.6034865;3.956682
100852-0-0-6.wav;5;0;-118.48755;152.59676;-88.889015;54.723736;-13.27466;39.66819;-17.924881;28.229698;-8.964267;8.613212;-5.4646807;1.6330754;-3.1103346;-118.85736;153.12929;-89.06213;55.13123;-13.21421;39.642284;-18.31473;28.59741;-9.317544;8.6219;-5.4109516;1.5248017;-3.0858574;5.9989576;6.7692013;5.0923963;5.11297;4.6376257;4.187293;4.081785;4.0516944;4.2667227;3.8937798;3.9971826;3.8491488;4.325724
100852-0-0-7.wav;5;0;-114.402245;148.39397;-87.75128;52.150463;-12.338679;39.289097;-16.408247;26.067858;-8.998833;6.8208165;-4.3708878;1.3242453;-3.4781356;-117.9986;150.74817;-88.17639;52.88495;-12.10427;39.17579;-16.607405;26.427917;-8.441689;7.3226023;-4.5925636;1.0144292;-3.17128;15.807529;11.546889;6.1555333;5.642466;4.595241;4.635564;4.373979;4.3209777;5.941624;4.435188;4.078935;4.4952455;5.0786867
100852-0-0-8.wav;5;0;-114.65775;149.33913;-87.921974;52.29196;-12.921722;38.748142;-16.438396;25.816326;-8.437002;6.9136353;-4.0544906;1.0046947;-2.889878;-118.334915;151.93149;-88.132416;53.433113;-13.124245;38.66478;-16.361612;26.554626;-7.803243;7.2527533;-4.2080665;0.80451447;-2.1256685;15.609428;11.72814;6.0296197;5.63775;4.684365;4.7050457;4.4626613;4.434048;6.1768327;4.4968963;4.267956;4.9559174;4.780586
100852-0-0-9.wav;5;0;-117.94777;153.32977;-89.347466;55.905457;-14.833807;40.454224;-18.3615;27.921232;-8.609494;8.528237;-5.7280536;1.9064649;-2.1061604;-119.40139;154.37943;-89.98813;56.636322;-15.034596;40.573814;-18.439964;28.398235;-8.866224;8.557771;-5.8258405;1.9490116;-1.9961433;7.9981875;7.1999674;5.858742;5.3329825;5.0079727;4.7527037;4.2074337;4.0817156;4.0804443;3.8910697;3.8938208;4.502743;3.8314571
101382-2-0-10.wav;10;2;-383.78818;112.97848;-81.94372;-23.3523;-22.258993;-15.593164;-30.456036;-17.798338;-27.16705;-22.07988;-14.576204;-16.852165;-7.2730513;-386.36185;112.50151;-79.90683;-23.883709;-21.782272;-16.536663;-30.20855;-19.480938;-26.409018;-22.069065;-14.309014;-15.933643;-7.7129536;38.85198;13.3113575;25.890018;13.645754;9.685955;13.308151;12.130914;9.724699;9.543314;7.505798;7.4942064;9.578954;7.819342
101382-2-0-12.wav;10;2;-363.1024;109.35842;-88.367065;-17.0101;-20.62283;-24.871054;-26.907576;-15.434701;-25.706501;-23.104725;-18.211018;-21.427107;-9.319428;-364.8008;109.7065;-90.23717;-17.660145;-19.98169;-24.76657;-26.908989;-14.968247;-24.27651;-23.641417;-15.538471;-21.740288;-10.034235;32.194305;10.307121;20.170486;10.048971;9.687505;9.63128;9.879557;9.95183;10.630671;8.780693;11.182271;7.9691334;8.033084
101382-2-0-20.wav;10;2;-341.55096;120.06284;-73.06688;-29.161226;-25.275969;-16.770384;-26.837399;-12.083973;-18.096586;-17.302343;-9.699755;-24.116434;-9.363342;-349.69144;120.16283;-66.28266;-27.099926;-23.055508;-15.6433525;-27.642311;-13.312796;-18.828705;-17.529278;-10.226238;-23.015549;-9.181467;54.171413;15.777801;34.961845;15.165077;14.825129;11.154885;10.593419;17.300936;9.773879;9.180017;8.043022;12.699471;8.360734
101382-2-0-21.wav;10;2;-306.02167;103.25646;-75.346756;-29.760088;-19.0461;-19.221704;-24.148987;-9.756637;-17.20708;-17.413286;-8.834543;-21.081629;-1.6906328;-310.04562;103.64952;-78.38971;-28.31419;-18.343822;-18.453842;-22.63711;-8.864397;-18.118942;-16.921238;-10.163904;-18.797802;-4.2954955;62.33264;15.907389;43.55843;15.886377;13.369273;12.031506;12.478267;15.526469;9.699535;10.977901;10.450518;11.688671;14.033373
101382-2-0-29.wav;10;2;-335.5427;105.3142;-72.8093;-24.619526;-20.86776;-17.99999;-18.32444;-5.0994;-24.687857;-14.015503;-4.209932;-21.49225;-8.135757;-333.41162;106.86784;-69.76013;-27.194244;-18.429611;-17.638687;-17.726501;-8.041927;-22.603193;-13.9008875;-4.7892;-19.704197;-9.16022;50.780174;15.999413;31.665545;13.602065;16.11232;8.698132;10.587321;13.027369;10.613279;7.3968954;10.490937;11.671691;8.057508
101382-2-0-33.wav;10;2;-376.84302;119.27762;-75.979164;-15.798767;-18.67592;-14.0774765;-24.956419;-6.249445;-24.010548;-21.963398;-5.654843;-17.549385;-11.075402;-383.4376;119.63588;-75.321724;-16.290516;-19.080128;-13.521351;-23.65248;-8.816058;-22.650455;-21.327595;-6.0230827;-17.119755;-11.529627;36.286957;9.542017;21.952438;9.328778;8.882;9.583386;11.624823;10.109698;11.035124;7.3691845;8.168165;9.439043;8.132023
101382-2-0-42.wav;10;2;-387.0681;112.13648;-65.53561;-18.549885;-30.92697;-11.56569;-23.125877;-15.898472;-17.963955;-16.735754;-16.101622;-13.757333;-8.943144;-393.5536;110.89132;-65.23378;-18.266186;-30.679195;-10.656055;-22.838863;-15.979532;-17.7753;-17.200525;-15.6110935;-13.622336;-9.116453;32.20331;16.084541;21.624245;11.353985;10.38246;8.935921;7.6425;8.473065;8.222555;7.2320075;7.4926367;6.813116;7.7794847
101382-2-0-45.wav;10;2;-424.9284;117.35897;-56.568817;-19.420925;-22.095438;-13.141856;-24.784946;-18.696394;-17.546707;-16.158737;-17.180067;-13.164503;-10.878842;-431.02826;118.39662;-54.31263;-20.503418;-21.173388;-11.9930725;-25.23457;-18.97686;-17.31779;-16.114758;-17.456303;-12.7497635;-11.042963;24.643742;14.385618;14.044731;11.480985;10.9794655;8.191506;7.651652;6.81117;5.805149;6.6014705;6.2290425;6.332591;4.637316
