slice_file_name;fsID;start;end;salience;fold;classID;class;path;duracion;tasa_muestreo;cantidad_canales;rango_dinamico;tasa_cruce_cero;entropia_espectograma
100852-0-0-18.wav;100852;9.0;13.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-18.wav;4.0;44100;1;0.8704529;17518;10.385842
100852-0-0-19.wav;100852;9.5;13.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-19.wav;4.0;44100;1;0.81947327;17452;10.400581
100852-0-0-2.wav;100852;1.0;5.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-2.wav;4.0;44100;1;0.88131714;17182;10.371707
100852-0-0-20.wav;100852;10.0;14.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-20.wav;4.0;44100;1;0.8241272;17379;10.364081
100852-0-0-21.wav;100852;10.5;14.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-21.wav;4.0;44100;1;0.8987427;17206;10.322015
100852-0-0-22.wav;100852;11.0;15.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-22.wav;4.0;44100;1;0.87246704;16897;10.298793
100852-0-0-23.wav;100852;11.5;15.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-23.wav;4.0;44100;1;0.9712372;17242;10.357418
100852-0-0-24.wav;100852;12.0;16.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-24.wav;4.0;44100;1;0.97769165;17411;10.336722
100852-0-0-25.wav;100852;12.5;16.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-25.wav;4.0;44100;1;0.9515381;17326;10.298637
100852-0-0-26.wav;100852;13.0;17.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-26.wav;4.0;44100;1;0.8053436;17194;10.311834
100852-0-0-27.wav;100852;13.5;17.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-27.wav;4.0;44100;1;0.822464;16932;10.273554
100852-0-0-28.wav;100852;14.0;18.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-28.wav;4.0;44100;1;0.81929016;16960;10.282575
100852-0-0-29.wav;100852;14.5;18.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-29.wav;4.0;44100;1;0.85432434;17149;10.270004
100852-0-0-3.wav;100852;1.5;5.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-3.wav;4.0;44100;1;0.82572937;17040;10.348545
100852-0-0-30.wav;100852;15.0;19.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-30.wav;4.0;44100;1;0.9733429;17290;10.193203
100852-0-0-4.wav;100852;2.0;6.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-4.wav;4.0;44100;1;0.80622864;17098;10.355276
100852-0-0-5.wav;100852;2.5;6.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-5.wav;4.0;44100;1;0.8757324;17372;10.378466
100852-0-0-6.wav;100852;3.0;7.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-6.wav;4.0;44100;1;0.883255;17558;10.413512
100852-0-0-7.wav;100852;3.5;7.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-7.wav;4.0;44100;1;1.5293884;18108;10.335159
100852-0-0-8.wav;100852;4.0;8.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-8.wav;4.0;44100;1;1.5293884;18020;10.321381
100852-0-0-9.wav;100852;4.5;8.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-9.wav;4.0;44100;1;0.9486389;17494;10.39057
101281-3-0-0.wav;101281;0.341333;4.341333;2;6;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold6/101281-3-0-0.wav;4.0;44100;1;1.1112518;25524;9.583897
101281-3-0-14.wav;101281;7.341333;11.341333;2;6;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold6/101281-3-0-14.wav;4.0;44100;1;1.245636;21328;9.505238
101281-3-0-5.wav;101281;2.841333;6.8413330000000006;2;6;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold6/101281-3-0-5.wav;4.0;44100;1;1.1036835;21639;9.366309
101382-2-0-10.wav;101382;5.0;9.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-10.wav;4.0;44100;1;0.5462494;14956;7.276952
101382-2-0-12.wav;101382;6.0;10.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-12.wav;4.0;44100;1;0.52136517;14613;6.4814677
101382-2-0-20.wav;101382;10.0;14.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-20.wav;4.0;44100;1;0.92394257;12754;6.6876545
101382-2-0-21.wav;101382;10.5;14.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-21.wav;4.0;44100;1;1.6642191;13912;6.8574057
101382-2-0-29.wav;101382;14.5;18.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-29.wav;4.0;44100;1;0.8137815;14948;6.6735325
101382-2-0-33.wav;101382;16.5;20.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-33.wav;4.0;44100;1;0.5242039;15093;7.088763
101382-2-0-42.wav;101382;21.0;25.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-42.wav;4.0;44100;1;0.30949372;13611;6.5943236
101382-2-0-45.wav;101382;22.5;26.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-45.wav;4.0;44100;1;0.10098103;13274;8.42089
101415-3-0-2.wav;101415;1.0;5.0;1;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/101415-3-0-2.wav;4.0;44100;1;1.6599977;4614;5.815102
101415-3-0-3.wav;101415;1.5;5.5;1;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/101415-3-0-3.wav;4.0;44100;1;1.6599979;4194;6.006882
101415-3-0-8.wav;101415;4.0;8.0;1;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/101415-3-0-8.wav;4.0;44100;1;1.5844604;5793;5.582266
101729-0-0-1.wav;101729;0.5;4.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-1.wav;4.0;44100;1;1.5877485;40189;7.537996
101729-0-0-11.wav;101729;5.5;9.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-11.wav;4.0;44100;1;1.6550912;30272;7.404467
101729-0-0-12.wav;101729;6.0;10.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-12.wav;4.0;44100;1;1.7300402;35741;7.415867
101729-0-0-13.wav;101729;6.5;10.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-13.wav;4.0;44100;1;1.730938;38884;7.396461
101729-0-0-14.wav;101729;7.0;11.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-14.wav;4.0;44100;1;1.7245702;32857;7.2817564
101729-0-0-16.wav;101729;8.0;12.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-16.wav;4.0;44100;1;1.804281;24851;7.2168717
101729-0-0-17.wav;101729;8.5;12.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-17.wav;4.0;44100;1;1.8291466;23510;7.1874056
101729-0-0-18.wav;101729;9.0;13.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-18.wav;4.0;44100;1;1.7742313;24058;7.1793094
101729-0-0-19.wav;101729;9.5;13.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-19.wav;4.0;44100;1;1.7142799;24480;7.17031
101729-0-0-21.wav;101729;10.5;14.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-21.wav;4.0;44100;1;1.7825232;23629;7.096647
101729-0-0-22.wav;101729;11.0;15.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-22.wav;4.0;44100;1;1.7825232;23287;7.0245
101729-0-0-23.wav;101729;11.5;15.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-23.wav;4.0;44100;1;1.8054178;24716;7.146927
101729-0-0-24.wav;101729;12.0;16.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-24.wav;4.0;44100;1;1.8054177;25751;7.2045627
101729-0-0-26.wav;101729;13.0;17.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-26.wav;4.0;44100;1;1.6998745;25720;7.2378497
101729-0-0-28.wav;101729;14.0;18.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-28.wav;4.0;44100;1;1.6376685;25068;7.081646
101729-0-0-29.wav;101729;14.5;18.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-29.wav;4.0;44100;1;1.7227046;26156;7.1621213
101729-0-0-3.wav;101729;1.5;5.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-3.wav;4.0;44100;1;1.6338854;37612;7.435817
101729-0-0-32.wav;101729;16.0;20.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-32.wav;4.0;44100;1;1.6614969;28947;7.3806252
101729-0-0-33.wav;101729;16.5;20.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-33.wav;4.0;44100;1;1.6241788;28969;7.382909
101729-0-0-36.wav;101729;18.0;22.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-36.wav;4.0;44100;1;1.6555921;27666;7.2498016
101729-0-0-37.wav;101729;18.5;22.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-37.wav;4.0;44100;1;1.6475966;26726;7.2872996
101729-0-0-38.wav;101729;19.0;23.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-38.wav;4.0;44100;1;1.6251197;27602;7.3197875
101729-0-0-39.wav;101729;19.5;23.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-39.wav;4.0;44100;1;1.5922906;29026;7.344264
101729-0-0-4.wav;101729;2.0;6.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-4.wav;4.0;44100;1;1.7237623;37138;7.335155
101729-0-0-40.wav;101729;20.0;24.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-40.wav;4.0;44100;1;1.6687287;29356;7.3121524
101729-0-0-6.wav;101729;3.0;7.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-6.wav;4.0;44100;1;1.6470566;30930;7.362868
101729-0-0-9.wav;101729;4.5;8.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-9.wav;4.0;44100;1;1.6909711;28892;7.3236504
101848-9-0-0.wav;101848;0.0;4.0;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-0.wav;4.0;44100;1;0.49856567;5897;8.386009
101848-9-0-1.wav;101848;0.5;4.5;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-1.wav;4.0;44100;1;0.44621277;5611;8.378566
101848-9-0-2.wav;101848;1.0;5.0;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-2.wav;4.0;44100;1;0.48091125;6610;8.437313
101848-9-0-3.wav;101848;1.5;5.5;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-3.wav;4.0;44100;1;0.5217438;6038;8.34703
101848-9-0-8.wav;101848;4.0;8.0;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-8.wav;4.0;44100;1;0.7587738;5292;8.4169035
101848-9-0-9.wav;101848;4.5;8.5;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-9.wav;4.0;44100;1;0.7587738;6009;8.467853
102102-3-0-0.wav;102102;1.573952;4.673824;2;4;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold4/102102-3-0-0.wav;3.0998866213151928;44100;1;0.22793579;10284;8.269783
102103-3-0-0.wav;102103;1.97603;2.508892;2;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/102103-3-0-0.wav;0.53;44100;1;0.3231659;1849;6.2461824
102103-3-1-0.wav;102103;4.179637;4.568182;2;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/102103-3-1-0.wav;0.3885487528344671;44100;1;0.13574219;1714;7.0533514
102104-3-0-0.wav;102104;2.429279;3.241121;2;2;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold2/102104-3-0-0.wav;0.81;44100;1;0.3398285;3010;5.849069
102105-3-0-0.wav;102105;2.041889;6.041888999999999;2;3;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold3/102105-3-0-0.wav;4.0;44100;1;0.53923035;13697;7.526344
102106-3-0-0.wav;102106;2.243852;3.884477;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102106-3-0-0.wav;1.64;44100;1;0.5045929;5680;6.7800994
102305-6-0-0.wav;102305;0.0;2.61161;1;1;6;gun_shot;../../data/raw/UrbanSound8K//audio/fold1/102305-6-0-0.wav;2.61;44100;1;0.6976166;3032;6.8591924
102547-3-0-2.wav;102547;1.0;5.0;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/102547-3-0-2.wav;4.0;44100;1;1.3416278;8473;6.1732216
102547-3-0-7.wav;102547;3.5;7.5;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/102547-3-0-7.wav;4.0;44100;1;1.6320332;11286;5.4847784
102547-3-0-8.wav;102547;4.0;8.0;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/102547-3-0-8.wav;4.0;44100;1;1.7055453;9182;6.548416
102842-3-0-1.wav;102842;0.5;4.5;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-0-1.wav;4.0;44100;1;0.20170593;8747;5.944503
102842-3-1-0.wav;102842;113.061785;117.061785;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-1-0.wav;4.0;44100;1;0.10787964;8625;8.218166
102842-3-1-5.wav;102842;115.561785;119.561785;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-1-5.wav;4.0;44100;1;0.121902466;12861;7.3132806
102842-3-1-6.wav;102842;116.061785;120.061785;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-1-6.wav;4.0;44100;1;0.13345337;13766;6.9530563
102853-8-0-0.wav;102853;0.0;4.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-0.wav;4.0;44100;1;0.41830444;9130;8.763087
102853-8-0-1.wav;102853;0.5;4.5;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-1.wav;4.0;44100;1;1.4076996;9366;8.533704
102853-8-0-2.wav;102853;1.0;5.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-2.wav;4.0;44100;1;1.4076996;9528;8.588146
102853-8-0-3.wav;102853;1.5;5.5;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-3.wav;4.0;44100;1;0.29386902;10411;9.246189
102853-8-0-4.wav;102853;2.0;6.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-4.wav;4.0;44100;1;0.33015442;13890;9.555116
102853-8-0-5.wav;102853;2.5;6.5;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-5.wav;4.0;44100;1;0.33015442;13669;9.75445
102853-8-0-6.wav;102853;3.0;7.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-6.wav;4.0;44100;1;0.28515625;10345;9.754945
102853-8-1-0.wav;102853;27.214044;31.214044;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-1-0.wav;4.0;44100;1;0.29226685;8793;9.404532
102857-5-0-0.wav;102857;0.0;4.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-0.wav;4.0;44100;1;0.6229706;2381;7.3802137
102857-5-0-1.wav;102857;0.5;4.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-1.wav;4.0;44100;1;0.6007385;2519;7.38088
102857-5-0-10.wav;102857;5.0;9.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-10.wav;4.0;44100;1;0.74302673;2114;7.309005
102857-5-0-11.wav;102857;5.5;9.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-11.wav;4.0;44100;1;0.74302673;1977;7.2994304
102857-5-0-12.wav;102857;6.0;10.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-12.wav;4.0;44100;1;0.6453247;2030;7.3222404
102857-5-0-13.wav;102857;6.5;10.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-13.wav;4.0;44100;1;0.6198425;2101;7.313654
102857-5-0-14.wav;102857;7.0;11.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-14.wav;4.0;44100;1;0.6118469;2251;7.3312416
102857-5-0-15.wav;102857;7.5;11.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-15.wav;4.0;44100;1;0.5976715;2197;7.321065
102857-5-0-16.wav;102857;8.0;12.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-16.wav;4.0;44100;1;0.5976715;2133;7.292915
102857-5-0-17.wav;102857;8.5;12.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-17.wav;4.0;44100;1;0.5929718;2078;7.2813883
102857-5-0-18.wav;102857;9.0;13.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-18.wav;4.0;44100;1;0.60243225;2049;7.3073487
102857-5-0-19.wav;102857;9.5;13.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-19.wav;4.0;44100;1;0.6174469;2131;7.3237686
102857-5-0-2.wav;102857;1.0;5.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-2.wav;4.0;44100;1;0.6241455;2681;7.399439
102857-5-0-20.wav;102857;10.0;14.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-20.wav;4.0;44100;1;0.6148529;2199;7.3176417
102857-5-0-21.wav;102857;10.5;14.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-21.wav;4.0;44100;1;0.6099701;2173;7.3149247
102857-5-0-22.wav;102857;11.0;15.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-22.wav;4.0;44100;1;0.6099701;2125;7.310018
102857-5-0-23.wav;102857;11.5;15.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-23.wav;4.0;44100;1;0.6397705;2155;7.326733
102857-5-0-24.wav;102857;12.0;16.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-24.wav;4.0;44100;1;0.64508057;2153;7.3218555
102857-5-0-25.wav;102857;12.5;16.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-25.wav;4.0;44100;1;0.60787964;2102;7.2897415
102857-5-0-26.wav;102857;13.0;17.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-26.wav;4.0;44100;1;0.647522;2047;7.2503414
102857-5-0-27.wav;102857;13.5;17.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-27.wav;4.0;44100;1;0.69425964;1857;7.1923122
102857-5-0-28.wav;102857;14.0;18.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-28.wav;4.0;44100;1;0.69425964;1903;7.215046
102857-5-0-29.wav;102857;14.5;18.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-29.wav;4.0;44100;1;0.6509094;1899;7.2472067
102857-5-0-3.wav;102857;1.5;5.5;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-3.wav;4.0;44100;1;0.62957764;2489;7.3729534
102857-5-0-30.wav;102857;15.0;19.0;1;10;5;engine_idling;../../data/raw/UrbanSound8K//audio/fold10/102857-5-0-30.wav;4.0;44100;1;0.6950226;1739;7.190375
