slice_file_name;fsID;start;end;salience;fold;classID;class;path;duracion;tasa_muestreo;desplazamiento_dc;cantidad_canales;rango_dinamico;energia;tasa_cruce_cero;entropia_espectograma;avg_centroide_espectral
100795-3-1-0.wav;100795;13.059155;17.059155;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-1-0.wav;4.0;44100;8.775023e-05;2;1.5760803;2823.0698;24291;7.7455416;2378.7648744270246
100795-3-1-1.wav;100795;13.559155;17.559155;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-1-1.wav;4.0;44100;0.00012343712;2;1.5361633;2723.9475;24759;7.7759547;2472.2998625653836
100795-3-1-2.wav;100795;14.059155;18.059155;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-1-2.wav;4.0;44100;9.589267e-05;2;1.5918884;2935.1614;24753;7.913982;2396.2096187930515
100852-0-0-0.wav;100852;0.0;4.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-0.wav;4.0;44100;0.0008482936;2;1.5605164;4944.405;37364;10.811332;3153.7062313464226
100852-0-0-1.wav;100852;0.5;4.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-1.wav;4.0;44100;2.5942103e-05;2;1.2194214;4934.9727;36273;10.712046;3078.1805755622113
100852-0-0-10.wav;100852;5.0;9.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-10.wav;4.0;44100;1.8162544e-05;2;1.4182739;5631.8516;36341;10.6785145;3186.091061931371
100852-0-0-11.wav;100852;5.5;9.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-11.wav;4.0;44100;2.6343989e-05;2;1.6132202;5452.9585;36793;10.728903;3213.5352819729287
100852-0-0-12.wav;100852;6.0;10.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-12.wav;4.0;44100;6.724265e-05;2;1.5464783;4576.511;37417;10.866596;3204.534330379434
100852-0-0-13.wav;100852;6.5;10.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-13.wav;4.0;44100;0.00023126183;2;1.1448975;4174.3223;38266;10.933356;3218.1084525415627
100852-0-0-14.wav;100852;7.0;11.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-14.wav;4.0;44100;0.00018762618;2;1.120758;4195.02;38868;10.939505;3222.630253711212
100852-0-0-15.wav;100852;7.5;11.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-15.wav;4.0;44100;6.7289184e-05;2;1.1561584;4387.5405;38194;10.893159;3198.576427976768
100852-0-0-16.wav;100852;8.0;12.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-16.wav;4.0;44100;3.7680213e-05;2;1.1561584;4397.1787;37921;10.87414;3207.5970367375776
100852-0-0-17.wav;100852;8.5;12.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-17.wav;4.0;44100;7.07039e-05;2;1.212677;4390.9585;37579;10.83402;3208.187429249664
100852-0-0-18.wav;100852;9.0;13.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-18.wav;4.0;44100;3.861304e-05;2;1.212677;4339.4263;37740;10.8577385;3195.6833904537507
100852-0-0-19.wav;100852;9.5;13.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-19.wav;4.0;44100;9.330179e-06;2;1.1537476;4296.698;37805;10.886476;3192.2522811211384
100852-0-0-2.wav;100852;1.0;5.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-2.wav;4.0;44100;8.457608e-05;2;1.1929626;4875.4634;36008;10.687341;3061.3631005703683
100852-0-0-20.wav;100852;10.0;14.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-20.wav;4.0;44100;0.00013623176;2;1.2476807;4517.5806;37810;10.822042;3239.8187067887575
100852-0-0-21.wav;100852;10.5;14.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-21.wav;4.0;44100;0.00018778285;2;1.2627258;4609.8584;37586;10.75731;3244.2701575938977
100852-0-0-22.wav;100852;11.0;15.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-22.wav;4.0;44100;0.00018293688;2;1.1496582;4523.313;36862;10.717925;3200.9694393786212
100852-0-0-23.wav;100852;11.5;15.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-23.wav;4.0;44100;0.00017482342;2;1.3226013;4372.324;37050;10.782398;3208.8540344875264
100852-0-0-24.wav;100852;12.0;16.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-24.wav;4.0;44100;2.713729e-05;2;1.3943787;4451.4844;37370;10.803836;3214.514425711327
100852-0-0-25.wav;100852;12.5;16.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-25.wav;4.0;44100;9.0972746e-05;2;1.2802124;4623.695;37410;10.764422;3224.0544505838607
100852-0-0-26.wav;100852;13.0;17.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-26.wav;4.0;44100;3.854998e-05;2;1.1376038;4575.299;37191;10.748184;3224.14067126583
100852-0-0-27.wav;100852;13.5;17.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-27.wav;4.0;44100;5.5107066e-05;2;1.1672058;4560.8003;36896;10.705365;3212.233483840461
100852-0-0-28.wav;100852;14.0;18.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-28.wav;4.0;44100;8.323912e-06;2;1.2463684;4538.005;36859;10.712752;3224.4521201365587
100852-0-0-29.wav;100852;14.5;18.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-29.wav;4.0;44100;7.2002884e-05;2;1.3980408;4803.0796;37221;10.632879;3277.125068611803
100852-0-0-3.wav;100852;1.5;5.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-3.wav;4.0;44100;3.3217362e-05;2;1.2373352;4905.237;35546;10.680952;3056.1568657579596
100852-0-0-30.wav;100852;15.0;19.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-30.wav;4.0;44100;0.00010600896;2;1.5822449;5590.828;37797;10.492617;3330.855352450664
100852-0-0-4.wav;100852;2.0;6.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-4.wav;4.0;44100;2.1438513e-05;2;1.2373352;5069.258;35653;10.712303;3063.4319794041103
100852-0-0-5.wav;100852;2.5;6.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-5.wav;4.0;44100;2.7942442e-06;2;1.402008;5114.066;36253;10.7617235;3077.397226106537
100852-0-0-6.wav;100852;3.0;7.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-6.wav;4.0;44100;0.00016194454;2;1.402008;4916.2827;36859;10.814872;3116.7143923328035
100852-0-0-7.wav;100852;3.5;7.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-7.wav;4.0;44100;0.00021576499;2;1.9077454;5318.927;38268;10.844163;3201.1403366335744
100852-0-0-8.wav;100852;4.0;8.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-8.wav;4.0;44100;0.000109705245;2;1.9077454;5303.002;38127;10.847108;3194.722446618839
100852-0-0-9.wav;100852;4.5;8.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-9.wav;4.0;44100;9.020704e-05;2;1.3366394;4991.8716;36793;10.789369;3142.6768813403
101281-3-0-0.wav;101281;0.341333;4.341333;2;6;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold6/101281-3-0-0.wav;4.0;44100;0.0002665309;2;1.4233704;887.9811;50389;10.260068;4097.0440989127555
101281-3-0-14.wav;101281;7.341333;11.341333;2;6;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold6/101281-3-0-14.wav;4.0;44100;0.0005918935;2;1.4357605;4655.095;42456;10.2378;3643.7238127867395
101281-3-0-5.wav;101281;2.841333;6.8413330000000006;2;6;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold6/101281-3-0-5.wav;4.0;44100;0.00034735285;2;1.269104;1418.7169;43151;10.012271;3629.2196216049815
101382-2-0-10.wav;101382;5.0;9.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-10.wav;4.0;48000;1.809597e-05;2;0.55773926;268.36932;31290;8.027359;3475.9857460971352
101382-2-0-12.wav;101382;6.0;10.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-12.wav;4.0;48000;1.45879585e-05;2;0.57318115;485.0851;29932;7.2633033;3236.0264440885353
101382-2-0-20.wav;101382;10.0;14.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-20.wav;4.0;48000;1.6202608e-05;2;1.0515137;1403.7133;26120;7.3686996;3121.415778772202
101382-2-0-21.wav;101382;10.5;14.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-21.wav;4.0;48000;2.4721146e-05;2;1.7046204;2938.0535;28442;7.580074;3152.2799747337167
101382-2-0-29.wav;101382;14.5;18.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-29.wav;4.0;48000;1.5766938e-05;2;0.91275024;1498.3518;31556;7.4295464;3429.7629749645967
101382-2-0-33.wav;101382;16.5;20.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-33.wav;4.0;48000;1.3982693e-05;2;0.55633545;278.03262;31986;7.862108;3466.6418434805146
101382-2-0-42.wav;101382;21.0;25.0;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-42.wav;4.0;48000;1.6248703e-05;2;0.33688354;172.89128;28939;7.3746686;3685.924014834251
101382-2-0-45.wav;101382;22.5;26.5;1;10;2;children_playing;../../data/raw/UrbanSound8K//audio/fold10/101382-2-0-45.wav;4.0;48000;1.6183852e-05;2;0.13595581;19.432358;29702;9.086642;3953.2272053084766
101415-3-0-2.wav;101415;1.0;5.0;1;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/101415-3-0-2.wav;4.0;48000;1.3246218e-05;1;1.6599731;2464.6812;4778;5.8214135;2397.173641340015
101415-3-0-3.wav;101415;1.5;5.5;1;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/101415-3-0-3.wav;4.0;48000;1.5783788e-05;1;1.6599731;2229.1;4272;6.014874;1733.7108206240964
101415-3-0-8.wav;101415;4.0;8.0;1;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/101415-3-0-8.wav;4.0;48000;2.5485675e-05;1;1.5844727;1426.178;5847;5.6000223;2898.1041716414857
101729-0-0-1.wav;101729;0.5;4.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-1.wav;4.0;48000;0.01265757;2;1.5844833;5492.946;81498;8.1825285;7107.116017785258
101729-0-0-11.wav;101729;5.5;9.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-11.wav;4.0;48000;0.01258588;2;1.6646378;6052.3525;61908;8.046109;6766.779934052796
101729-0-0-12.wav;101729;6.0;10.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-12.wav;4.0;48000;0.012584153;2;1.712288;6276.7837;72514;8.057002;7031.093941882715
101729-0-0-13.wav;101729;6.5;10.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-13.wav;4.0;48000;0.012606767;2;1.7796557;5947.454;78580;8.040514;7114.452036412388
101729-0-0-14.wav;101729;7.0;11.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-14.wav;4.0;48000;0.012607848;2;1.756165;5010.605;67014;7.9214993;6823.4865140308975
101729-0-0-16.wav;101729;8.0;12.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-16.wav;4.0;48000;0.012567224;2;1.7699791;5130.3047;51482;7.8619766;6467.739653325132
101729-0-0-17.wav;101729;8.5;12.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-17.wav;4.0;48000;0.012559975;2;1.8085152;4797.9766;48748;7.8389473;6478.552735540466
101729-0-0-18.wav;101729;9.0;13.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-18.wav;4.0;48000;0.012556001;2;1.7882495;5174.1055;49592;7.8235893;6487.820801926157
101729-0-0-19.wav;101729;9.5;13.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-19.wav;4.0;48000;0.01256635;2;1.7420763;5040.133;50656;7.8197083;6462.89875404375
101729-0-0-21.wav;101729;10.5;14.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-21.wav;4.0;48000;0.012528095;2;1.7797122;4500.258;49082;7.7419515;6451.85842551384
101729-0-0-22.wav;101729;11.0;15.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-22.wav;4.0;48000;0.012523065;2;1.7797122;5012.6777;48102;7.671833;6469.994664643221
101729-0-0-23.wav;101729;11.5;15.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-23.wav;4.0;48000;0.012524313;2;1.7925081;5908.092;50936;7.7893867;6547.082799879218
101729-0-0-24.wav;101729;12.0;16.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-24.wav;4.0;48000;0.012524222;2;1.7925081;6221.722;53198;7.8496594;6560.729939334363
101729-0-0-26.wav;101729;13.0;17.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-26.wav;4.0;48000;0.012545697;2;1.7180866;5361.4023;52956;7.882761;6550.966543049599
101729-0-0-28.wav;101729;14.0;18.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-28.wav;4.0;48000;0.012542644;2;1.6388718;4632.627;51728;7.727009;6535.345904048458
101729-0-0-29.wav;101729;14.5;18.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-29.wav;4.0;48000;0.012553932;2;1.7212685;4822.784;53894;7.8052473;6654.720415770651
101729-0-0-3.wav;101729;1.5;5.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-3.wav;4.0;48000;0.012668766;2;1.6383004;6443.7344;76394;8.073182;7077.875748613771
101729-0-0-32.wav;101729;16.0;20.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-32.wav;4.0;48000;0.012543004;2;1.6615046;5024.8726;59438;8.022086;6804.768735261921
101729-0-0-33.wav;101729;16.5;20.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-33.wav;4.0;48000;0.012527754;2;1.6474578;4840.5044;59370;8.027184;6796.415778289517
101729-0-0-36.wav;101729;18.0;22.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-36.wav;4.0;48000;0.012591461;2;1.640975;4342.7417;56944;7.8959227;6671.367886741398
101729-0-0-37.wav;101729;18.5;22.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-37.wav;4.0;48000;0.01258396;2;1.6355381;3859.2593;54884;7.9357514;6713.516712144124
101729-0-0-38.wav;101729;19.0;23.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-38.wav;4.0;48000;0.012572299;2;1.6230817;4353.516;56690;7.96219;6767.136402769614
101729-0-0-39.wav;101729;19.5;23.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-39.wav;4.0;48000;0.012546899;2;1.6181107;4673.37;59522;7.9829364;6855.376917662948
101729-0-0-4.wav;101729;2.0;6.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-4.wav;4.0;48000;0.0126143;2;1.7256913;5713.1064;75370;7.973148;7045.26932788375
101729-0-0-40.wav;101729;20.0;24.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-40.wav;4.0;48000;0.012543793;2;1.6920071;4520.2637;60200;7.953856;6894.429773536268
101729-0-0-6.wav;101729;3.0;7.0;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-6.wav;4.0;48000;0.012593557;2;1.6703176;5328.093;63044;7.99996;6846.304621319368
101729-0-0-9.wav;101729;4.5;8.5;2;9;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold9/101729-0-0-9.wav;4.0;48000;0.01257107;2;1.7042177;5658.7446;59140;7.964439;6668.3725018759815
101848-9-0-0.wav;101848;0.0;4.0;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-0.wav;4.0;44100;1.217961e-05;2;0.5607605;882.68054;13135;9.116937;2032.7071291859515
101848-9-0-1.wav;101848;0.5;4.5;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-1.wav;4.0;44100;3.9996366e-06;2;0.51083374;833.72986;12613;9.106604;2024.9484667985305
101848-9-0-2.wav;101848;1.0;5.0;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-2.wav;4.0;44100;4.1974645e-06;2;0.5486145;803.959;14747;9.163356;2174.9840722942254
101848-9-0-3.wav;101848;1.5;5.5;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-3.wav;4.0;44100;2.8829943e-06;2;0.5960083;920.90814;13788;9.076406;2076.2322907972966
101848-9-0-8.wav;101848;4.0;8.0;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-8.wav;4.0;44100;2.1061367e-05;2;1.0851135;678.9766;13861;9.248982;2105.122734612343
101848-9-0-9.wav;101848;4.5;8.5;1;7;9;street_music;../../data/raw/UrbanSound8K//audio/fold7/101848-9-0-9.wav;4.0;44100;3.69671e-05;2;1.0851135;702.9152;15960;9.285957;2244.181099869597
102102-3-0-0.wav;102102;1.573952;4.673824;2;4;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold4/102102-3-0-0.wav;3.0998866213151928;44100;3.5665977e-05;2;0.3460083;170.84766;20983;8.569411;2747.073438226949
102103-3-0-0.wav;102103;1.97603;2.508892;2;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/102103-3-0-0.wav;0.53;44100;4.781518e-05;2;0.6834717;99.31678;3419;6.2102804;3132.6196378067884
102103-3-1-0.wav;102103;4.179637;4.568182;2;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/102103-3-1-0.wav;0.3885487528344671;44100;1.0870384e-05;2;0.25302124;8.5289545;3446;7.586356;3387.8070346413547
102104-3-0-0.wav;102104;2.429279;3.241121;2;2;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold2/102104-3-0-0.wav;0.81;44100;4.588316e-05;2;0.5605469;101.64955;5936;6.403968;2981.2861383441737
102105-3-0-0.wav;102105;2.041889;6.041888999999999;2;3;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold3/102105-3-0-0.wav;4.0;44100;4.038908e-05;2;1.0768127;723.65784;26557;7.9578824;2994.71671874929
102106-3-0-0.wav;102106;2.243852;3.884477;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102106-3-0-0.wav;1.64;44100;2.1061745e-05;2;0.6713562;260.18964;11563;7.439888;3024.6754123202886
102305-6-0-0.wav;102305;0.0;2.61161;1;1;6;gun_shot;../../data/raw/UrbanSound8K//audio/fold1/102305-6-0-0.wav;2.61;44100;0.0023641915;2;0.8895874;893.22015;6286;6.125334;2105.6230057210632
102547-3-0-2.wav;102547;1.0;5.0;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/102547-3-0-2.wav;4.0;48000;1.7501672e-05;1;1.3408813;559.4426;8627;6.1985283;4046.035952115091
102547-3-0-7.wav;102547;3.5;7.5;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/102547-3-0-7.wav;4.0;48000;8.145809e-06;1;1.6336975;683.2091;11010;5.506385;4484.407594409918
102547-3-0-8.wav;102547;4.0;8.0;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/102547-3-0-8.wav;4.0;48000;1.420927e-05;1;1.7052002;1099.6923;8872;6.5571165;3271.0922958352094
102842-3-0-1.wav;102842;0.5;4.5;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-0-1.wav;4.0;44100;1.0281517e-06;2;0.22381592;72.9376;21254;6.866766;4366.898686981992
102842-3-1-0.wav;102842;113.061785;117.061785;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-1-0.wav;4.0;44100;9.523768e-07;2;0.12628174;31.887442;22156;9.037318;4366.051669297445
102842-3-1-5.wav;102842;115.561785;119.561785;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-1-5.wav;4.0;44100;4.4491826e-06;2;0.14111328;19.203768;32716;8.291564;5212.012241159138
102842-3-1-6.wav;102842;116.061785;120.061785;2;1;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold1/102842-3-1-6.wav;4.0;44100;4.0051727e-06;2;0.17779541;18.40088;35156;8.004291;5396.894402760093
102853-8-0-0.wav;102853;0.0;4.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-0.wav;4.0;44100;5.5013817e-05;2;0.4580078;799.52;19468;9.5097275;2406.986443549491
102853-8-0-1.wav;102853;0.5;4.5;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-1.wav;4.0;44100;5.1344614e-05;2;1.8490906;943.2676;19915;9.320745;2487.6025393157092
102853-8-0-2.wav;102853;1.0;5.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-2.wav;4.0;44100;6.1030743e-05;2;1.8490906;718.586;20227;9.382291;2633.879919152902
102853-8-0-3.wav;102853;1.5;5.5;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-3.wav;4.0;44100;4.8001522e-05;2;0.3203125;345.63806;23052;10.020594;3057.249700322731
102853-8-0-4.wav;102853;2.0;6.0;2;7;8;siren;../../data/raw/UrbanSound8K//audio/fold7/102853-8-0-4.wav;4.0;44100;4.3032553e-05;2;0.49502563;323.491;32277;10.355906;4013.8179707287877
